text,label
Your PayPal account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"SECURITY ALERT: Your Microsoft account was accessed from an unknown device in Unknown Location. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
Make money from home! Earn up to $3003 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
"Hello Keiko, the server maintenance window is scheduled for Friday at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Hello Keiko, this is a reminder to complete the mandatory compliance training by January 15. Log in to the portal to start the modules.",ham
"Hi Mohamed, the code review for PR #52096 has been completed. Please address the inline comments and re-submit for final approval.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Hello David, the quarterly report for Q3 is now ready. Please review it before our team discussion on Wednesday.",ham
FINAL NOTICE: You owe a tax debt of $5748. Call immediately to avoid legal action and wage garnishment. This is your last warning.,spam
"Hi team, reminder that the project deadline is Thursday. Please update your tasks on the board by end of day. Thanks, Michael",ham
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Dear Ravi, your IT support ticket #30837 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Good morning Emma, here is the weekly status report for the week ending December 20. Please review and reply with your comments by Friday.",ham
You have won a $2491 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Hi Jennifer, I am writing to confirm the details of the conference call on January 15 at 2:00 PM. The dial-in number will be shared separately.",ham
"Hello David, the server maintenance window is scheduled for December 20 at 9:00 AM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
